,日期,时间,图片,天气,温度℃,湿度,风力,风级,降水量mm,体感温度℃,云量
21,2020-03-11,夜间,,局部多云,9,42%,清风,5,0,10,4%
22,2020-03-12,白天,,阴天,13,34%,大风,8,0,8,38%
23,2020-03-12,夜间,,局部多云,3,36%,清风,5,0,4,18%
24,2020-03-13,白天,,局部多云,10,20%,强风,6,0,6,6%
25,2020-03-13,夜间,,局部多云,2,24%,大风,8,0,4,15%
26,2020-03-14,白天,,局部多云,14,17%,烈风,9,0,10,8%
27,2020-03-14,夜间,,局部多云,8,28%,强风,6,0,8,8%
28,2020-03-15,白天,,局部多云,15,28%,劲风,7,0,12,11%
29,2020-03-15,夜间,,局部多云,4,46%,劲风,7,0,3,6%
30,2020-03-16,白天,,阴天,16,30%,强风,6,0,10,52%
31,2020-03-16,夜间,,局部多云,9,34%,强风,6,0,10,2%
32,2020-03-17,白天,,局部多云,21,18%,劲风,7,0,17,1%
33,2020-03-17,夜间,,局部多云,13,23%,大风,8,0,14,11%
34,2020-03-18,白天,,局部多云,25,13%,烈风,9,0,21,14%
35,2020-03-18,夜间,,局部多云,8,18%,暴风,11,0,11,1%
36,2020-03-19,白天,,局部多云,17,12%,烈风,9,0,12,1%
37,2020-03-19,夜间,,局部多云,11,21%,大风,8,0,10,21%
38,2020-03-20,白天,,局部多云,24,20%,劲风,7,0,19,10%
39,2020-03-20,夜间,,局部多云,10,27%,大风,8,0,13,6%
40,2020-03-21,白天,,局部多云,16,27%,大风,8,0,12,14%
41,2020-03-21,夜间,,局部多云,6,43%,和风,4,0,9,-
42,2020-03-22,白天,,局部多云,20,19%,劲风,7,0,18,1%
43,2020-03-22,夜间,,晴朗,15,30%,清风,5,0,16,-
44,2020-03-23,白天,,局部多云,18,26%,烈风,9,0,15,1%
45,2020-03-23,夜间,,局部多云,8,42%,劲风,7,0,8,9%
46,2020-03-24,白天,,局部多云,23,30%,强风,6,0,19,26%
47,2020-03-24,夜间,,局部多云,14,38%,清风,5,0,15,34%
48,2020-03-25,白天,,局部多云,23,35%,劲风,7,0,20,22%
49,2020-03-25,夜间,,阴天,10,61%,大风,8,0,11,30%
50,2020-03-26,白天,,中雨,12,47%,狂风,10,20.7,6,76%
51,2020-03-26,夜间,,局部多云,4,17%,烈风,9,0,3,19%
52,2020-03-27,白天,,局部多云,13,9%,大风,8,0,9,-
53,2020-03-27,夜间,,局部多云,6,12%,强风,6,0,5,-
54,2020-03-28,白天,,局部多云,14,9%,清风,5,0,11,4%
55,2020-03-28,夜间,,局部多云,8,20%,强风,6,0,7,5%
56,2020-03-29,白天,,局部多云,18,15%,劲风,7,0,14,7%
57,2020-03-29,夜间,,局部多云,9,40%,强风,6,0,9,7%
58,2020-03-30,白天,,局部多云,19,32%,大风,8,0,16,17%
59,2020-03-30,夜间,,局部多云,11,39%,劲风,7,0,12,8%
60,2020-03-31,白天,,局部多云,21,34%,强风,6,0,17,14%
61,2020-03-31,夜间,,多云,9,26%,烈风,9,0,9,58%
0,2020-04-01,白天,,多云,16,9%,强风,6,0,13,47%
1,2020-04-01,夜间,,多云,8,27%,强风,6,0,9,38%
2,2020-04-02,白天,,局部多云,20,12%,劲风,7,0,17,3%
3,2020-04-02,夜间,,局部多云,10,21%,劲风,7,0,12,1%
4,2020-04-03,白天,,晴朗,23,13%,劲风,7,0,21,-
5,2020-04-03,夜间,,局部多云,9,14%,烈风,9,0,12,1%
6,2020-04-04,白天,,晴朗,16,14%,劲风,7,0,12,-
7,2020-04-04,夜间,,局部多云,7,24%,强风,6,0,8,3%
8,2020-04-05,白天,,阴天,19,14%,强风,6,0,15,63%
9,2020-04-05,夜间,,阴天,10,42%,强风,6,0,11,44%
10,2020-04-06,白天,,局部多云,29,30%,清风,5,0,22,13%
11,2020-04-06,夜间,,局部多云,12,30%,大风,8,0,16,21%
12,2020-04-07,白天,,局部多云,16,19%,大风,8,0,13,32%
13,2020-04-07,夜间,,局部多云,8,35%,强风,6,0,8,10%
14,2020-04-08,白天,,局部多云,16,18%,大风,8,0,13,17%
15,2020-04-08,夜间,,零星细雨,8,42%,劲风,7,0.5,7,82%
16,2020-04-09,白天,,零星细雨,13,39%,劲风,7,0.7,10,54%
17,2020-04-09,夜间,,阴天,7,40%,和风,4,0,8,48%
18,2020-04-10,白天,,局部多云,18,26%,和风,4,0,15,21%
19,2020-04-10,夜间,,局部多云,9,31%,劲风,7,0,9,10%
20,2020-04-11,白天,,局部多云,22,12%,大风,8,0,19,2%
21,2020-04-11,夜间,,局部多云,12,14%,强风,6,0,15,-
22,2020-04-12,白天,,局部多云,23,15%,烈风,9,0,19,2%
23,2020-04-12,夜间,,局部多云,10,25%,和风,4,0,13,1%
24,2020-04-13,白天,,局部多云,27,12%,清风,5,0,23,14%
25,2020-04-13,夜间,,多云,15,23%,强风,6,0,18,22%
26,2020-04-14,白天,,多云,28,18%,劲风,7,0,24,31%
27,2020-04-14,夜间,,局部多云,16,30%,劲风,7,0,19,11%
28,2020-04-15,白天,,小阵雨,27,26%,大风,8,0.4,23,33%
29,2020-04-15,夜间,,中到大雷雨,13,72%,强风,6,108.9,15,87%
30,2020-04-16,白天,,有时大雨,21,45%,强风,6,35.4,19,33%
31,2020-04-16,夜间,,局部多云,11,64%,劲风,7,0,14,15%
32,2020-04-17,白天,,局部多云,20,34%,大风,8,0,18,20%
33,2020-04-17,夜间,,局部多云,15,46%,清风,5,0,16,9%
34,2020-04-18,白天,,阴天,23,27%,清风,5,0,21,82%
35,2020-04-18,夜间,,阴天,16,39%,强风,6,0,17,75%
36,2020-04-19,白天,,多云,23,33%,大风,8,0,21,26%
37,2020-04-19,夜间,,周边零星小雨,13,38%,狂风,10,1.8,15,52%
38,2020-04-20,白天,,晴朗,17,14%,台风,12,0,15,-
39,2020-04-20,夜间,,晴朗,6,17%,暴风,11,0,5,-
40,2020-04-21,白天,,局部多云,15,12%,暴风,11,0,10,4%
41,2020-04-21,夜间,,局部多云,7,16%,劲风,7,0,6,1%
42,2020-04-22,白天,,局部多云,17,11%,狂风,10,0,13,1%
43,2020-04-22,夜间,,局部多云,11,19%,强风,6,0,11,1%
44,2020-04-23,白天,,局部多云,22,11%,烈风,9,0,19,3%
45,2020-04-23,夜间,,局部多云,13,16%,强风,6,0,16,7%
46,2020-04-24,白天,,局部多云,27,9%,劲风,7,0,23,18%
47,2020-04-24,夜间,,阴天,13,34%,劲风,7,0,16,49%
48,2020-04-25,白天,,局部多云,25,21%,强风,6,0,22,8%
49,2020-04-25,夜间,,晴朗,19,28%,清风,5,0,20,-
50,2020-04-26,白天,,局部多云,33,13%,劲风,7,0,28,8%
51,2020-04-26,夜间,,局部多云,22,21%,劲风,7,0,25,20%
52,2020-04-27,白天,,局部多云,37,13%,劲风,7,0,31,27%
53,2020-04-27,夜间,,局部多云,19,25%,烈风,9,0,25,7%
54,2020-04-28,白天,,局部多云,25,15%,大风,8,0,21,15%
55,2020-04-28,夜间,,局部多云,18,22%,大风,8,0,20,-
56,2020-04-29,白天,,局部多云,36,18%,大风,8,0,29,2%
57,2020-04-29,夜间,,局部多云,22,29%,狂风,10,0,24,3%
58,2020-04-30,白天,,局部多云,27,32%,烈风,9,0,23,7%
59,2020-04-30,夜间,,局部多云,17,53%,劲风,7,0,18,21%
0,2020-05-01,白天,,局部多云,41,14%,劲风,7,0,36,1%
1,2020-05-01,夜间,,局部多云,28,24%,烈风,9,0,33,-
2,2020-05-02,白天,,多云,37,24%,烈风,9,0,33,33%
3,2020-05-02,夜间,,局部多云,19,60%,劲风,7,0,23,9%
4,2020-05-03,白天,,局部多云,26,56%,大风,8,0,24,14%
5,2020-05-03,夜间,,零星细雨,17,21%,清风,5,1,6,16%
6,2020-05-04,白天,,零星小雨,20,41%,清风,5,2.4,18,49%
7,2020-05-04,夜间,,阴天,13,71%,清风,5,0,15,41%
8,2020-05-05,白天,,局部多云,28,40%,劲风,7,0,24,16%
9,2020-05-05,夜间,,局部多云,18,45%,清风,5,0,21,12%
10,2020-05-06,白天,,阴天,25,32%,大风,8,0,24,15%
11,2020-05-06,夜间,,阴天,17,42%,劲风,7,0,18,46%
12,2020-05-07,白天,,小雨,20,66%,清风,5,3,18,87%
13,2020-05-07,夜间,,大雨,13,89%,劲风,7,54.5,13,100%
14,2020-05-08,白天,,大雨,13,87%,烈风,9,67.9,11,100%
15,2020-05-08,夜间,,细雨,7,84%,清风,5,0.8,10,62%
16,2020-05-09,白天,,局部多云,24,54%,劲风,7,0,22,37%
17,2020-05-09,夜间,,局部多云,16,55%,劲风,7,0,18,5%
18,2020-05-10,白天,,局部多云,27,18%,狂风,10,0,24,2%
19,2020-05-10,夜间,,局部多云,17,21%,劲风,7,0,19,25%
20,2020-05-11,白天,,局部多云,26,17%,狂风,10,0,23,12%
21,2020-05-11,夜间,,周边零星小雨,16,35%,劲风,7,0.8,19,25%
22,2020-05-12,白天,,局部多云,27,17%,烈风,9,0,24,2%
23,2020-05-12,夜间,,局部多云,19,33%,劲风,7,0,21,-
24,2020-05-13,白天,,阴天,31,26%,劲风,7,0,27,32%
25,2020-05-13,夜间,,多云,23,30%,烈风,9,0,25,60%
26,2020-05-14,白天,,局部多云,24,50%,烈风,9,0,23,31%
27,2020-05-14,夜间,,多云,15,80%,强风,6,0,16,59%
28,2020-05-15,白天,,局部多云,26,53%,劲风,7,0,24,16%
29,2020-05-15,夜间,,小阵雨,17,74%,大风,8,7.6,18,65%
30,2020-05-16,白天,,周边雷暴,30,41%,劲风,7,0.8,27,23%
31,2020-05-16,夜间,,周边零星小雨,19,38%,清风,5,1.2,23,40%
32,2020-05-17,白天,,局部多云,27,15%,狂风,10,0,24,10%
33,2020-05-17,夜间,,局部多云,17,32%,烈风,9,0,19,12%
34,2020-05-18,白天,,局部多云,28,24%,狂风,10,0,25,15%
35,2020-05-18,夜间,,局部多云,17,37%,大风,8,0,21,3%
36,2020-05-19,白天,,局部多云,29,20%,强风,6,0,25,3%
37,2020-05-19,夜间,,周边零星小雨,19,31%,清风,5,0.8,22,33%
38,2020-05-20,白天,,周边零星小雨,32,24%,清风,5,0.4,27,27%
39,2020-05-20,夜间,,小阵雨,18,58%,劲风,7,5.3,22,65%
40,2020-05-21,白天,,零星雷雨,27,51%,劲风,7,14.4,26,82%
41,2020-05-21,夜间,,中到大阵雨,17,80%,和风,4,9.5,20,57%
42,2020-05-22,白天,,局部多云,32,26%,大风,8,0,28,9%
43,2020-05-22,夜间,,局部多云,20,44%,劲风,7,0,24,30%
44,2020-05-23,白天,,局部多云,28,38%,强风,6,0,25,20%
45,2020-05-23,夜间,,局部多云,17,63%,清风,5,0,20,9%
46,2020-05-24,白天,,局部多云,30,28%,清风,5,0,27,12%
47,2020-05-24,夜间,,局部多云,21,35%,强风,6,0,24,19%
48,2020-05-25,白天,,零星细雨,29,32%,清风,5,0.8,26,54%
49,2020-05-25,夜间,,中雨,16,72%,清风,5,27.5,19,58%
50,2020-05-26,白天,,周边雷暴,28,31%,清风,5,0,25,22%
51,2020-05-26,夜间,,小阵雨,18,41%,劲风,7,7.3,22,45%
52,2020-05-27,白天,,周边零星小雨,30,24%,劲风,7,3.2,26,25%
53,2020-05-27,夜间,,局部多云,20,39%,强风,6,0,23,7%
54,2020-05-28,白天,,局部多云,36,16%,大风,8,0,31,5%
55,2020-05-28,夜间,,周边零星小雨,19,50%,劲风,7,0.8,24,38%
56,2020-05-29,白天,,周边零星小雨,36,30%,劲风,7,0.8,30,53%
57,2020-05-29,夜间,,周边零星小雨,25,37%,大风,8,0.6,26,19%
58,2020-05-30,白天,,局部多云,33,28%,烈风,9,0,29,32%
59,2020-05-30,夜间,,小雨,21,53%,劲风,7,7.4,23,73%
60,2020-05-31,白天,,零星小雨,29,28%,烈风,9,10.9,26,53%
61,2020-05-31,夜间,,局部多云,20,22%,清风,5,0,22,6%
0,2020-06-01,白天,,有时大雨,34,21%,大风,8,12.3,29,9%
1,2020-06-01,夜间,,零星雷雨,21,78%,强风,6,47.2,25,81%
2,2020-06-02,白天,,有时大雨,36,26%,强风,6,2.4,32,15%
3,2020-06-02,夜间,,局部多云,27,26%,劲风,7,0,28,-
4,2020-06-03,白天,,局部多云,39,16%,劲风,7,0,33,2%
5,2020-06-03,夜间,,局部多云,22,20%,劲风,7,0,28,8%
6,2020-06-04,白天,,局部多云,30,29%,大风,8,0,26,10%
7,2020-06-04,夜间,,周边零星小雨,19,48%,劲风,7,0.3,21,40%
8,2020-06-05,白天,,局部多云,28,35%,烈风,9,0,26,3%
9,2020-06-05,夜间,,局部多云,20,51%,强风,6,0,22,2%
10,2020-06-06,白天,,局部多云,31,35%,劲风,7,0,27,1%
11,2020-06-06,夜间,,局部多云,23,52%,强风,6,0,26,1%
12,2020-06-07,白天,,局部多云,39,28%,强风,6,0,37,6%
13,2020-06-07,夜间,,局部多云,29,29%,劲风,7,0,31,11%
14,2020-06-08,白天,,局部多云,39,21%,烈风,9,0,36,9%
15,2020-06-08,夜间,,周边零星小雨,28,38%,劲风,7,0.1,31,32%
16,2020-06-09,白天,,周边零星小雨,31,40%,劲风,7,0.2,30,44%
17,2020-06-09,夜间,,局部多云,24,61%,清风,5,0,27,22%
18,2020-06-10,白天,,局部多云,38,32%,清风,5,0,34,5%
19,2020-06-10,夜间,,局部多云,25,41%,清风,5,0,31,20%
20,2020-06-11,白天,,局部多云,32,43%,大风,8,0,30,23%
21,2020-06-11,夜间,,局部多云,21,66%,清风,5,0,25,21%
22,2020-06-12,白天,,局部多云,35,33%,清风,5,0,33,12%
23,2020-06-12,夜间,,局部多云,25,38%,劲风,7,0,28,7%
24,2020-06-13,白天,,周边零星小雨,37,32%,劲风,7,1.2,33,34%
25,2020-06-13,夜间,,周边零星小雨,22,38%,大风,8,0.6,26,17%
26,2020-06-14,白天,,局部多云,37,18%,劲风,7,0,31,-
27,2020-06-14,夜间,,局部多云,26,21%,强风,6,0,27,2%
28,2020-06-15,白天,,局部多云,39,11%,清风,5,0,36,13%
29,2020-06-15,夜间,,局部多云,26,23%,微风,3,0,30,4%
30,2020-06-16,白天,,局部多云,39,19%,强风,6,0,34,6%
31,2020-06-16,夜间,,阴天,24,42%,烈风,9,0,28,36%
32,2020-06-17,白天,,局部多云,34,31%,大风,8,0,31,23%
33,2020-06-17,夜间,,局部多云,21,60%,劲风,7,0,26,40%
34,2020-06-18,白天,,有时大雨,31,51%,大风,8,33.2,27,43%
35,2020-06-18,夜间,,有时大雨,16,65%,和风,4,30,22,31%
36,2020-06-19,白天,,局部多云,35,30%,劲风,7,0,32,17%
37,2020-06-19,夜间,,局部多云,25,38%,劲风,7,0,27,18%
38,2020-06-20,白天,,局部多云,36,32%,大风,8,0,32,10%
39,2020-06-20,夜间,,周边零星小雨,26,42%,劲风,7,0.2,28,18%
40,2020-06-21,白天,,局部多云,37,30%,大风,8,0,34,4%
41,2020-06-21,夜间,,局部多云,26,40%,劲风,7,0,29,5%
42,2020-06-22,白天,,局部多云,35,33%,大风,8,0,33,7%
43,2020-06-22,夜间,,局部多云,23,43%,劲风,7,0,27,29%
44,2020-06-23,白天,,局部多云,31,41%,劲风,7,0,30,33%
45,2020-06-23,夜间,,局部多云,20,77%,强风,6,0,22,18%
46,2020-06-24,白天,,局部多云,33,50%,劲风,7,0,30,12%
47,2020-06-24,夜间,,小阵雨,22,69%,清风,5,4.5,25,58%
48,2020-06-25,白天,,周边零星小雨,30,46%,劲风,7,2.1,30,67%
49,2020-06-25,夜间,,周边零星小雨,22,70%,强风,6,8.2,25,52%
50,2020-06-26,白天,,周边零星小雨,31,51%,强风,6,0.2,31,19%
51,2020-06-26,夜间,,局部多云,21,79%,强风,6,0,25,14%
52,2020-06-27,白天,,局部多云,34,42%,强风,6,0,32,10%
53,2020-06-27,夜间,,局部多云,24,60%,强风,6,0,27,8%
54,2020-06-28,白天,,局部多云,35,33%,劲风,7,0,32,12%
55,2020-06-28,夜间,,周边零星小雨,23,53%,强风,6,0.1,27,40%
56,2020-06-29,白天,,多云,31,41%,强风,6,0,29,45%
57,2020-06-29,夜间,,阴天,22,58%,清风,5,0,26,44%
58,2020-06-30,白天,,局部多云,35,32%,清风,5,0,31,34%
59,2020-06-30,夜间,,局部多云,25,39%,强风,6,0,28,19%
0,2020-07-01,白天,,局部多云,38,23%,劲风,7,0,35,26%
1,2020-07-01,夜间,,周边零星小雨,24,57%,劲风,7,2.9,30,52%
2,2020-07-02,白天,,小阵雨,30,47%,劲风,7,6.7,29,64%
3,2020-07-02,夜间,,中到大阵雨,23,71%,强风,6,20.2,26,74%
4,2020-07-03,白天,,中到大阵雨,29,56%,强风,6,29,29,78%
5,2020-07-03,夜间,,周边零星小雨,22,65%,和风,4,2.4,26,26%
6,2020-07-04,白天,,局部多云,33,43%,劲风,7,0,32,25%
7,2020-07-04,夜间,,中到大阵雨,23,69%,劲风,7,24.9,28,64%
8,2020-07-05,白天,,中到大阵雨,32,60%,和风,4,41.4,30,62%
9,2020-07-05,夜间,,周边零星小雨,21,75%,清风,5,3.6,26,64%
10,2020-07-06,白天,,局部多云,37,40%,强风,6,0,35,18%
11,2020-07-06,夜间,,中到大阵雨,23,68%,清风,5,13,29,52%
12,2020-07-07,白天,,中到大阵雨,35,34%,劲风,7,5.8,32,19%
13,2020-07-07,夜间,,薄雾,24,55%,清风,5,0,29,2%
14,2020-07-08,白天,,局部多云,35,29%,劲风,7,0,32,5%
15,2020-07-08,夜间,,多云,26,35%,强风,6,0,27,37%
16,2020-07-09,白天,,局部多云,28,41%,清风,5,0,28,48%
17,2020-07-09,夜间,,小雨,20,71%,清风,5,0.9,23,58%
18,2020-07-10,白天,,多云,30,52%,清风,5,0,29,63%
19,2020-07-10,夜间,,小阵雨,24,71%,清风,5,1.5,27,68%
20,2020-07-11,白天,,小阵雨,32,57%,强风,6,10.7,32,69%
21,2020-07-11,夜间,,小阵雨,24,72%,强风,6,6.6,27,56%
22,2020-07-12,白天,,小阵雨,30,58%,强风,6,3.5,30,72%
23,2020-07-12,夜间,,小阵雨,23,71%,微风,3,2.7,26,37%
24,2020-07-13,白天,,周边零星小雨,30,53%,和风,4,3,29,64%
25,2020-07-13,夜间,,薄雾,23,60%,清风,5,0,26,24%
26,2020-07-14,白天,,局部多云,34,40%,强风,6,0,33,25%
27,2020-07-14,夜间,,局部多云,26,50%,和风,4,0,29,11%
28,2020-07-15,白天,,局部多云,36,36%,清风,5,0,35,20%
29,2020-07-15,夜间,,局部多云,25,50%,清风,5,0,30,11%
30,2020-07-16,白天,,局部多云,37,34%,劲风,7,0,35,13%
31,2020-07-16,夜间,,薄雾,28,52%,强风,6,0,31,22%
32,2020-07-17,白天,,局部多云,35,40%,劲风,7,0,35,32%
33,2020-07-17,夜间,,小阵雨,25,61%,强风,6,4,29,55%
34,2020-07-18,白天,,周边零星小雨,30,47%,劲风,7,0.4,30,49%
35,2020-07-18,夜间,,局部多云,21,76%,强风,6,0,25,34%
36,2020-07-19,白天,,局部多云,32,49%,劲风,7,0,30,19%
37,2020-07-19,夜间,,薄雾,23,64%,清风,5,0,27,8%
38,2020-07-20,白天,,局部多云,38,28%,劲风,7,0,35,14%
39,2020-07-20,夜间,,局部多云,25,46%,劲风,7,0,30,6%
40,2020-07-21,白天,,局部多云,37,31%,大风,8,0,35,6%
41,2020-07-21,夜间,,局部多云,24,50%,强风,6,0,30,6%
42,2020-07-22,白天,,阴天,35,33%,劲风,7,0,33,15%
43,2020-07-22,夜间,,阴天,23,68%,清风,5,0,28,19%
44,2020-07-23,白天,,局部多云,36,35%,劲风,7,0,33,2%
45,2020-07-23,夜间,,局部多云,24,66%,清风,5,0,29,4%
46,2020-07-24,白天,,局部多云,40,27%,强风,6,0,38,16%
47,2020-07-24,夜间,,局部多云,27,42%,清风,5,0,32,9%
48,2020-07-25,白天,,局部多云,40,23%,劲风,7,0,37,11%
49,2020-07-25,夜间,,局部多云,25,41%,劲风,7,0,29,41%
50,2020-07-26,白天,,周边零星小雨,26,60%,微风,3,0.3,26,80%
51,2020-07-26,夜间,,小阵雨,23,74%,和风,4,1.1,25,72%
52,2020-07-27,白天,,暴阵雨,29,64%,强风,6,46.4,29,75%
53,2020-07-27,夜间,,暴阵雨,23,75%,清风,5,15.4,26,32%
54,2020-07-28,白天,,周边雷暴,33,49%,强风,6,0,33,52%
55,2020-07-28,夜间,,中到大阵雨,25,74%,和风,4,8.3,29,60%
56,2020-07-29,白天,,中到大阵雨,35,51%,劲风,7,5.8,36,83%
57,2020-07-29,夜间,,周边零星小雨,26,70%,强风,6,3.4,31,33%
58,2020-07-30,白天,,局部多云,38,40%,劲风,7,0,39,15%
59,2020-07-30,夜间,,薄雾,26,60%,强风,6,0,33,11%
60,2020-07-31,白天,,暴阵雨,35,51%,强风,6,19.7,37,48%
61,2020-07-31,夜间,,暴阵雨,23,83%,清风,5,31.6,30,55%
